ward_id,ward_name,ward_number,ward_type,centroid_lon,centroid_lat,district,historical_annual_avg_mm,current_jan2026_mm,climate_normal_jan_mm,climate_normal_feb_mm,climate_normal_mar_mm,climate_normal_apr_mm,climate_normal_may_mm,climate_normal_jun_mm,climate_normal_jul_mm,climate_normal_aug_mm,climate_normal_sep_mm,climate_normal_oct_mm,climate_normal_nov_mm,climate_normal_dec_mm,rainfall_zone,is_urban_core,proximity_to_yamuna_km
DEL_CANTT_001,DELHI CANTT CHARGE 1,1,CANTT,77.1305495455,28.6220034015,SOUTH WEST DELHI,679.5,14.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,0,12.5
DEL_CANTT_002,DELHI CANTT CHARGE 2,2,CANTT,77.13936651,28.6102292395,SOUTH WEST DELHI,679.5,14.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,0,13.0
DEL_CANTT_003,DELHI CANTT CHARGE 3,3,CANTT,77.1478466065,28.5937737345,SOUTH WEST DELHI,679.5,14.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,0,14.2
DEL_CANTT_004,DELHI CANTT CHARGE 4,4,CANTT,77.1433460465,28.5659240585,SOUTH WEST DELHI,679.5,14.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,0,15.8
DEL_CANTT_005,DELHI CANTT CHARGE 5,5,CANTT,77.133841871,28.574743257,SOUTH WEST DELHI,679.5,14.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,0,14.5
DEL_CANTT_006,DELHI CANTT CHARGE 6,6,CANTT,77.106268083,28.5731835735,SOUTH WEST DELHI,679.5,14.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,0,16.3
DEL_CANTT_007,DELHI CANTT CHARGE 7,7,CANTT,77.110054482,28.5948579,SOUTH WEST DELHI,679.5,14.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,0,14.0
DEL_CANTT_008,DELHI CANTT CHARGE 8,8,CANTT,77.1236010765,28.6003754045,SOUTH WEST DELHI,679.5,14.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,0,13.2
DEL_NDMC_001,NDMC CHARGE 1,1,NDMC,77.228641083,28.616813283,NEW DELHI,705.3,19.2,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,Central,1,5.8
DEL_NDMC_002,NDMC CHARGE 2,2,NDMC,77.212722936,28.637418175,NEW DELHI,705.3,19.2,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,Central,1,4.2
DEL_NDMC_003,NDMC CHARGE 3,3,NDMC,77.1861956855,28.6197967725,NEW DELHI,705.3,19.2,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,Central,1,6.5
DEL_NDMC_004,NDMC CHARGE 4,4,NDMC,77.215278643,28.6211753575,NEW DELHI,705.3,19.2,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,Central,1,5.0
DEL_NDMC_005,NDMC CHARGE 5,5,NDMC,77.221068285,28.6016844185,NEW DELHI,705.3,19.2,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,Central,1,6.2
DEL_NDMC_006,NDMC CHARGE 6,6,NDMC,77.218279016,28.5848963065,NEW DELHI,705.3,19.2,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,Central,1,7.5
DEL_NDMC_007,NDMC CHARGE 7,7,NDMC,77.2040991095,28.570621317,NEW DELHI,705.3,19.2,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,Central,1,9.0
DEL_NDMC_008,NDMC CHARGE 8,8,NDMC,77.1966116515,28.577248492,NEW DELHI,705.3,19.2,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,Central,1,8.2
DEL_NDMC_009,NDMC CHARGE 9,9,NDMC,77.189658691,28.5892841325,NEW DELHI,705.3,19.2,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,Central,1,7.0
DEL_080,CHANDNI CHOWK,80,MCD,77.233411137,28.6576946895,CENTRAL DELHI,724.8,24.5,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,Central,1,2.1
DEL_081,MINTO ROAD,81,MCD,77.230985686,28.63609362,CENTRAL DELHI,724.8,24.5,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,Central,1,3.5
DEL_082,KUCHA PANDIT,82,MCD,77.2261437665,28.6477582775,CENTRAL DELHI,724.8,24.5,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,Central,1,2.8
DEL_083,BAZAR SITARAM,83,MCD,77.2303613565,28.6464220045,CENTRAL DELHI,724.8,24.5,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,Central,1,2.5
DEL_084,TURKMAN GATE,84,MCD,77.235679383,28.643974174,CENTRAL DELHI,724.8,24.5,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,Central,1,3.0
DEL_085,IDGAH ROAD,85,MCD,77.2158670395,28.6521215585,CENTRAL DELHI,724.8,24.5,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,Central,1,2.8
DEL_086,BALLIMARAN,86,MCD,77.2256002855,28.6532450185,CENTRAL DELHI,724.8,24.5,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,Central,1,2.3
DEL_087,RAM NAGAR,87,MCD,77.2151034715,28.6491102415,CENTRAL DELHI,724.8,24.5,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,Central,1,3.0
DEL_088,QASABPURA,88,MCD,77.2088646715,28.653887317,CENTRAL DELHI,724.8,24.5,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,Central,1,3.2
DEL_089,PAHAR GANJ,89,MCD,77.210912831,28.6426968315,CENTRAL DELHI,724.8,24.5,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,Central,1,4.0
DEL_090,MODEL BASTI,90,MCD,77.2034747805,28.6525232995,CENTRAL DELHI,724.8,24.5,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,Central,1,4.5
DEL_091,KAROL BAGH,91,MCD,77.191590069,28.6550341145,CENTRAL DELHI,724.8,24.5,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,Central,1,5.8
DEL_092,DEV NAGAR,92,MCD,77.18033867,28.6536273155,CENTRAL DELHI,724.8,24.5,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,Central,1,6.2
DEL_093,BALJIT NAGAR,93,MCD,77.15934055,28.656071064,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,8.5
DEL_094,WEST PATEL NAGAR,94,MCD,77.1611641305,28.6586997315,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,8.0
DEL_095,EAST PATEL NAGAR,95,MCD,77.1740280055,28.6534218445,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,6.5
DEL_096,NEW RANJIT NAGAR,96,MCD,77.1607284475,28.6482509375,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,8.2
DEL_097,KIRTI NAGAR,97,MCD,77.143022653,28.655286106,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,7.0
DEL_098,MANSAROWER GARDEN,98,MCD,77.133626275,28.6418963115,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,8.8
DEL_099,MOTI NAGAR,99,MCD,77.147092021,28.6703459335,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,6.2
DEL_100,KARAM PURA,100,MCD,77.1558146625,28.6657348585,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,7.5
DEL_101,RAJA GARDEN,101,MCD,77.1248227855,28.653847884,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,9.0
DEL_102,RAGHUBIR NAGAR,102,MCD,77.1148964015,28.6572849755,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,9.5
DEL_103,PUNJABI BAGH,103,MCD,77.1275985795,28.6676815485,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,8.2
DEL_104,MADIPUR,104,MCD,77.115296152,28.6710078785,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,9.8
DEL_105,RAJOURI GARDEN,105,MCD,77.1181303365,28.644967247,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,9.2
DEL_106,TAGORE GARDEN,106,MCD,77.1039683965,28.646445557,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,10.5
DEL_107,VISHNU GARDEN,107,MCD,77.096027289,28.648530834,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,11.0
DEL_108,KHYALA,108,MCD,77.1037213595,28.652275096,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,10.8
DEL_109,JANAK PURI NORTH,109,MCD,77.0965348375,28.62872956,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,12.0
DEL_110,NANGAL RAYA,110,MCD,77.110256603,28.615178338,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,11.5
DEL_111,HARI NAGAR,111,MCD,77.1209735045,28.626872428,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,10.2
DEL_112,SUBHASH NAGAR,112,MCD,77.1166885405,28.636019093,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,9.8
DEL_113,MAHAVIR NAGAR,113,MCD,77.075788246,28.633519613,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,13.5
DEL_114,TILAK NAGAR,114,MCD,77.095335586,28.6384789875,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,12.2
DEL_115,MAJOR BHUPINDAR SINGH NAGAR,115,MCD,77.092200466,28.653780913,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,12.0
DEL_116,VIKASPURI EAST,116,MCD,77.0834374,28.6475332465,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,13.8
DEL_117,JANAK PURI WEST,117,MCD,77.078119374,28.622480533,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,14.0
DEL_118,JANAK PURI SOUTH,118,MCD,77.097060352,28.617051383,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,12.8
DEL_119,MILAP NAGAR,119,MCD,77.062569536,28.6193896105,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,16.5
DEL_120,SITA PURI,120,MCD,77.078582006,28.611342052,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,14.2
DEL_121,KUNWAR SINGH NAGAR,121,MCD,77.040165553,28.643665119,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,18.0
DEL_122,HASTSAL,122,MCD,77.025850899,28.6463965575,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,19.5
DEL_123,VIKAS PURI,123,MCD,77.0590750895,28.627834702,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,15.8
DEL_124,VIKAS NAGAR,124,MCD,77.068660114,28.640244761,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,15.2
DEL_125,MOHAN GARDEN,125,MCD,77.033158694,28.6273300525,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,18.8
DEL_126,NAWADA,126,MCD,77.040304792,28.6232378075,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,18.2
DEL_127,UTTAM NAGAR,127,MCD,77.043907036,28.617414386,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,17.5
DEL_128,BINDAPUR,128,MCD,77.067945953,28.61331348,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,15.0
DEL_129,DABRI,129,MCD,77.094594476,28.6076315335,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,13.2
DEL_130,MANGLAPURI,130,MCD,77.0837652855,28.5961200625,WEST DELHI,692.4,17.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,1,14.5
DEL_131,SAGARPUR,131,MCD,77.102513125,28.6012827915,SOUTH WEST DELHI,679.5,14.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,0,14.0
DEL_132,SAGARPUR WEST,132,MCD,77.098807575,28.60355026,SOUTH WEST DELHI,679.5,14.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,0,14.2
DEL_133,CHHAWLA,133,MCD,76.951847686,28.5448273475,SOUTH WEST DELHI,679.5,14.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,0,22.0
DEL_134,NANGLI SAKRAVATI,134,MCD,76.998196263,28.57997994,SOUTH WEST DELHI,679.5,14.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,0,18.5
DEL_135,KAKRAULA,135,MCD,77.0282673675,28.600326364,SOUTH WEST DELHI,679.5,14.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,0,16.8
DEL_136,MATIALA,136,MCD,77.05183916,28.587412344,SOUTH WEST DELHI,679.5,14.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,0,16.0
DEL_137,ROSHANPURA,137,MCD,76.995492334,28.6098140825,SOUTH WEST DELHI,679.5,14.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,0,18.2
DEL_138,NAJAFGARH,138,MCD,76.978379428,28.612986173,SOUTH WEST DELHI,679.5,14.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,0,19.0
DEL_139,DICHAON KALAN,139,MCD,76.9700924695,28.641301615,SOUTH WEST DELHI,679.5,14.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,0,20.5
DEL_140,KHERA,140,MCD,76.909370848,28.581362037,SOUTH WEST DELHI,679.5,14.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,0,24.0
DEL_141,BIJWASAN,141,MCD,77.044136107,28.548673169,SOUTH WEST DELHI,679.5,14.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,0,17.5
DEL_142,RAJ NAGAR,142,MCD,77.083006209,28.5732054765,SOUTH WEST DELHI,679.5,14.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,0,15.8
DEL_143,KAPASHERA,143,MCD,77.0914324065,28.542216852,SOUTH DELHI,710.2,15.7,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,South,0,16.2
DEL_144,MAHIPALPUR,144,MCD,77.129399702,28.5373701255,SOUTH DELHI,710.2,15.7,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,South,0,14.5
DEL_145,PALAM,145,MCD,77.0806256735,28.5848802875,SOUTH WEST DELHI,679.5,14.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,0,15.0
DEL_146,SADH NAGAR,146,MCD,77.0955691485,28.5947876295,SOUTH WEST DELHI,679.5,14.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,0,14.2
DEL_147,MAHAVIR ENCLAVE,147,MCD,77.069158679,28.596806453,SOUTH WEST DELHI,679.5,14.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,0,16.5
DEL_148,MADHU VIHAR,148,MCD,77.057556937,28.6087869,SOUTH WEST DELHI,679.5,14.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,West,0,17.2
DEL_149,RAJENDER NAGAR,149,MCD,77.180913592,28.637063024,CENTRAL DELHI,724.8,24.5,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,Central,1,5.5
DEL_150,PUSA,150,MCD,77.1606520905,28.629136663,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,8.2
DEL_151,INDER PURI,151,MCD,77.1484664435,28.631627144,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,7.5
DEL_152,NARAINA,152,MCD,77.138315481,28.62926924,NORTH WEST DELHI,645.8,11.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,North,1,8.0
DEL_153,DARYAGANJ,153,MCD,77.248327662,28.6321895745,EAST DELHI,715.1,19.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,East,1,1.8
DEL_154,NIZAMUDDIN,154,MCD,77.2527159325,28.6011695405,EAST DELHI,715.1,19.0,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,East,1,3.0
DEL_155,LAJPAT NAGAR,155,MCD,77.2456686495,28.573706156,SOUTH EAST DELHI,720.9,20.4,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,South,1,5.5
DEL_156,BHOGAL,156,MCD,77.2554513025,28.57875105,SOUTH EAST DELHI,720.9,20.4,19.0,20.0,15.0,21.0,25.0,70.0,237.0,235.0,113.0,17.0,9.0,9.0,South,1,4.8
